File,Issue,Date,Details
2025423,None,22/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,23/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,24/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,25/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,26/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,27/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,28/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,29/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,30/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,31/3/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,1/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,2/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,3/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,4/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,5/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,6/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,7/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,8/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,9/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,10/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,11/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,12/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,13/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,14/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,15/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,16/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,17/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,18/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,19/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,20/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,21/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,22/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,23/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,24/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,25/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,26/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,27/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,28/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,29/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,30/4/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,1/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,2/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,3/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,4/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,5/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,6/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,7/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,8/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,9/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,10/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,11/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,12/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,13/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,14/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,15/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,16/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
2025423,None,17/5/2024,"1) Checked all the scan images on 7/2/2024 - most of the scan have multiple line artifact 
2) Checked the output and offset data - OK 
3) Compare reference output graph with good image data and bad image data 
4) Found reference graph output for bad image data abnormal 
5) Confirmed CT value with phantom scan - OK 
6) Replaced the new Reference Detector for troubleshooting purpose 
7) Found no more multiple line artifact at scan image 
8) Checked reference output graph - OK 
9) Confirmed the symptom due to faulty reference detector 
10) Faulty part replaced under leasing project 
11) Performed electrical safety test - OK"
